idx,class,conversation
216,일반 대화,"너는 게임 하나 하는데 왜 이렇게 승부욕을 불태워?
게임은 이기려고 하는 거지, 그럼 지려고 하냐?
친구끼리 재밌자고 하는 건데 분위기 파악 좀 해. 정색하고 달려드니까 정떨어져.
네가 하도 못해서 답답해서 그런다, 왜. 룰은 제대로 알고 하는 거야?
뭐? 야, 너 말 다했냐?
틀린 말 아니잖아. 너 때문에 게임 흐름 다 끊긴다고.
됐어, 더러워서 안 해. 너 혼자 다 해 먹어라.
그래, 제발. 너 같은 초보랑 하느니 혼자 하는 게 나아.
진짜 재수 없는 놈.
못하는 놈이 꼭 성질만 더럽더라."
217,일반 대화,"너는 왜 맨날 돈 빌려 가서 갚을 생각을 안 해?
아, 맞다. 깜빡했다. 조만간 줄게.
그 조만간이 언젠데. 지난달에도 그 소리 했어.
이번엔 진짜야. 월급날 바로 쏜다.
됐고, 그냥 지금 보내. 너 같은 놈은 신용이 없어서 안돼.
나 지금 진짜 돈 없는데 어떡하라고. 배 째?
네 사정이지. 돈 없을 거 생각 안 하고 빌려 간 네 잘못이잖아.
야, 친구 사이에 너무 빡빡하게 구는 거 아니냐?
친구니까 이 정도로 끝나는 거야. 다른 사람이었으면 진작에 머리채 잡았어.
더러워서 준다, 더러워서.
진작 줬으면 좋았잖아."
218,일반 대화,"너는 왜 맨날 그렇게 무신경하게 말을 뱉어? 상처받을 생각은 안 해?
농담인데 뭘 그렇게 죽자고 덤벼.
농담? 내 콤플렉스를 건드리는 게 농담이야?
네가 그렇게 예민하게 받아들일 줄은 몰랐지.
예민한 게 아니라 당연한 거야. 넌 그냥 생각이 없는 거고.
알았어, 미안하다. 내가 말이 헛나왔네.
헛나온 게 아니라 네 본심이겠지.
아니라니까. 왜 그렇게 꼬아서 들어.
됐어. 너 같은 놈이랑은 더 이상 말 섞기 싫어.
와, 진짜 쪼잔하다.
너보다는 나아."
219,일반 대화,"너는 왜 맨날 내가 하는 일에 사사건건 간섭이야?
간섭이 아니라 관심이야.
관심? '그렇게 해서 되겠냐'고 말하는 게 관심이야?
다 너 잘되라고 하는 소리잖아.
됐거든? 네 그 같잖은 관심, 필요 없어.
와, 사람 성의를 무시하네.
성의? 그냥 네가 나보다 우위에 있다는 걸 확인하고 싶은 거겠지.
뭐? 너 진짜 꼬였다.
네가 꼬이게 만들잖아.
됐어, 너랑은 말이 안 통한다.
나도 너랑은 대화하기 싫어."
220,일반 대화,"네가 뭔데 내 패션을 지적해? 네 옷차림이나 신경 써.
아니, 그냥... 그 조합은 좀 아닌 것 같아서.
아닌 것 같아? 네 눈에만. 이게 얼마나 힙한 스타일인데.
힙한 거? 그냥 동묘 구제시장에서 주워 입은 것 같은데.
뭐? 야, 이거 다 신상이야. 네가 패션을 몰라서 그래.
패션? 너처럼 유행만 좇는 게 패션이야?
너처럼 365일 똑같은 옷만 입는 것보단 나아.
나는 최소한 나한테 어울리는 걸 입어. 넌 그냥 옷한테 잡아먹혔고.
됐어. 너 같은 패션 테러리스트랑은 말 안 해.
나도 너 같은  berjalan 마네킹이랑은 할 말 없어."
221,일반 대화,"너는 왜 맨날 남의 공을 가로채? 양심이 없어?
가로채다니? 그냥 내가 마무리한 것뿐인데.
마무리? 내가 밥상 다 차려놓으니까 숟가락만 얹은 거잖아.
팀 프로젝트인데 기여도가 뭐가 중요해. 결과만 좋으면 됐지.
결과? 네 이름만 올라가는데 그게 좋은 결과야?
왜, 너도 이름 올려줄까?
됐어, 더러워서. 너 같은 놈이랑 다시는 팀 하나 봐라.
그래, 너 같은 버스 승객은 나도 사양이야.
뭐? 버스 승객? 너 진짜 죽고 싶냐?
왜, 찔려? 네가 한 게 뭐 있는데."
222,일반 대화,"너는 왜 맨날 그렇게 생색을 내? 누가 알아달래?
생색이 아니라, 내가 이만큼 노력했다는 걸 알리고 싶은 거지.
안 궁금하거든? 그냥 조용히 좀 해.
왜, 내가 잘되는 게 배 아파?
배 아픈 게 아니라 그냥 네 그 잘난 척이 역겨워서 그래.
질투는.
질투? 너 같은 애한테 내가 왜.
됐어, 너 같은 열등감 덩어리랑은 말 안 섞어.
뭐? 열등감? 너야말로 자격지심 덩어리겠지.
뭐라고? 너 이리 와봐."
223,일반 대화,"너는 왜 맨날 내 물건을 네 것처럼 막 써?
친구 사이에 그런 게 어디 있어.
있어. 이건 내 거고, 저건 네 거야. 9분이 안돼?
너무 빡빡하게 군다. 우리 사이에.
우리 사이? 너 혼자만 그렇게 생각하는 거 아니고?
뭐? 너 지금 그게 무슨 말이야.
너는 그냥 친구를 네 물건처럼 생각하는 것 같다고.
어떻게 말을 그렇게 하냐.
네 행동이 그렇게 말하는데.
됐어, 치사해서 너랑 안 놀아.
그래, 제발. 그게 도와주는 거야."
224,일반 대화,"너는 왜 맨날 그렇게 변명만 해? 잘못했으면 인정을 해.
변명이 아니라 상황 설명이잖아.
상황 설명? '어쩔 수 없었다'는 말 좀 그만해.
진짜 어쩔 수 없었는걸.
어쩔 수 없는 게 아니라 네가 선택한 거잖아. 왜 책임을 회피해.
책임 회피라니, 말이 너무 심하다.
사실이잖아. 넌 항상 네가 제일 불쌍하고, 남들은 다 널 이해 못 해주는 악역이지?
어떻게 말을 그렇게 해?
네 행동이 그렇게 보이는데 어떡해.
됐어, 너랑은 대화 안 해. 어차피 넌 내 맘 몰라.
알고 싶지도 않아."
225,일반 대화,"네가 뭔데 내 취미 생활에 대해 비웃어?
아니, 그냥... 좀 유치한 것 같아서.
유치해? 네가 하는 게임은 안 유치하고?
게임은 스트레스라도 풀리지. 넌 그거 하면서 뭐 얻는 게 있는데?
즐거움. 너 같은 놈은 평생 이해 못 할 감정이지.
와, 말하는 싸가지 하고는.
너한테 배운 건데.
뭐?
됐어. 네 그 잘난 취미 생활이나 계속해.
너보다는 의미 있게 살거든?"
226,일반 대화,"너는 왜 맨날 내가 말할 때 딴청이야?
딴청이라니? 나 다 듣고 있었는데.
듣고 있었다고? 내가 방금 뭐라고 했는지 말해봐.
음... 네가... 뭐... 힘들다고...
거봐, 하나도 안 듣고 있었네.
아니, 키워드는 들었잖아.
키워드? 내 이야기가 무슨 퀴즈냐?
알았어, 미안. 다시 말해줘.
됐어. 너 같은 벽 보고 얘기하는 기분 들게 하는 놈이랑은 말 안 해.
아, 왜 그래. 진짜 들을게.
저리 가."
227,일반 대화,"너는 왜 맨날 그렇게 남을 깎아내리면서 자존감을 채워?
내가 언제? 나는 그냥 솔직한 것뿐인데.
솔직? '너는 그것도 못하냐'고 말하는 게 솔직한 거야?
못하는 걸 못한다고 하지, 그럼 잘한다고 하냐?
그걸 꼭 입 밖으로 내뱉어야겠냐고.
왜, 상처받았어? 멘탈이 두부 같네.
뭐? 두부? 너 같은 사이코패스보다는 나아.
사이코패스라니, 말이 너무 심하잖아.
너 하는 짓이 딱 그 수준이야.
됐어, 너랑은 수준 안 맞아서 대화 못 하겠다.
나도 너 같은 저급한 놈이랑은 말 섞기 싫어."
228,일반 대화,"너는 왜 맨날 약속 장소에 와서 딴 데 가자고 해?
아니, 와보니까 여기가 생각보다 별로라서.
별로? 네가 가자고 한 곳이잖아.
내가 언제? 너랑 합의했던 곳이지.
합의는 무슨. 네가 일방적으로 통보했잖아.
아무튼, 지금이라도 더 좋은 곳으로 가는 게 낫지 않아?
이미 주문했거든? 너 때문에 이거 다 취소해야 하잖아.
미리 말 못 해서 미안. 근데 여기가 진짜 별로란 말이야.
됐어. 그냥 너 혼자 가. 나는 여기서 먹을래.
아, 왜 그래. 같이 가. 내가 이거 다 계산할게.
필요 없어. 너 같은 변덕쟁이랑은 엮이기 싫어."
229,일반 대화,"너는 왜 맨날 내가 하는 말에 '아니' 부터 붙여? 부정 전문가야?
아니, 그게 아니라 네 말이 틀렸으니까.
틀린 게 아니라 다른 거라고 몇 번을 말해.
다른 게 아니라 그냥 틀렸어.
와, 진짜 독재자네. 너랑 다른 의견은 다 틀린 거지?
아니, 객관적인 사실에 근거해서 말하는 거잖아.
객관? 네 뇌피셜을 객관이라고 포장하지 마.
뭐? 뇌피셜? 너 근거는 있고?
됐어. 너랑은 토론 자체가 불가능하다.
네가 논리가 없어서겠지.
뭐라고? 너 진짜."
230,일반 대화,"네가 뭔데 내 술버릇을 지적해? 너는 술버릇 없는 줄 알아?
나는 그냥 조용히 자잖아. 너처럼 여기저기 시비 걸고 다니진 않아.
내가 언제 시비를 걸었어. 그냥 좀 활발해지는 거지.
활발? 지난번엔 옆 테이블 아저씨랑 맞짱 뜰 뻔했잖아.
그 아저씨가 먼저 나한테 뭐라고 했거든?
아무도 너한테 뭐라고 안 했어. 네가 혼자 착각한 거지.
아니거든?
됐어. 너랑은 다신 술 안 마셔. 내가 왜 네 뒤치다꺼리를 해야 하는데.
누가 해달랬냐?
안 하면 네가 경찰서에 있을 테니까.
와, 진짜 너무하네."
231,일반 대화,"너는 왜 맨날 내 앞에서 그 사람 칭찬이야? 나 들으라고 하는 소리지?
무슨 소리야. 그냥 그 사람이 대단해서 하는 말인데.
대단해? 내가 보기엔 너 꼬리치는 것 같은데.
뭐? 꼬리? 너 사람을 뭘로 보고.
아니면 왜 맨날 내 앞에서만 그 사람 얘기를 꺼내.
그냥... 너도 좀 본받으라고.
본받으라고? 너 지금 나 돌려까는 거냐?
아니, 그런 뜻이 아니라... 발전적인 자극을 주려고.
됐어. 그딴 자극 필요 없으니까 둘이 가서 실컷 놀아.
왜 그렇게 꼬아서 들어.
네 행동이 꼬였으니까."
232,일반 대화,"너는 왜 맨날 내가 사 온 디저트를 허락도 없이 먹어?
어차피 같이 먹으려고 사 온 거 아니야?
내 거거든? 내가 먹고 싶을 때 먹을 거라고.
와, 진짜 치사하다. 디저트 하나 가지고.
치사한 게 아니라 원칙의 문제야. 네 물건도 내가 마음대로 쓰면 기분 좋아?
나는 괜찮은데? 우린 친구잖아.
됐어, 너랑 나랑은 '친구'의 개념이 다른 것 같네.
알았어, 그럼 다음부터는 꼭 물어보고 먹을게. 됐지?
물어봐도 안 줄 거야. 너는 너무 많이 먹어.
와, 진짜 쪼잔하다. 알았어, 나도 너 안 줘.
원래 너한테 기대도 안 했어."
233,일반 대화,"네가 저번에 알려준 그 앱, 완전 쓰레기던데?
왜? 나는 잘 쓰고 있는데.
잘 쓰고 있다고? 광고는 10초에 한 번씩 뜨고, 계속 튕기는데?
네 폰이 구려서 그런 거 아니야?
뭐? 내 폰? 이거 최신폰이거든?
이상하다. 내 폰에서는 완전 잘 돌아가는데.
됐어. 너는 그냥 남한테 추천 좀 하지 마. 네가 쓰는 게 다 좋은 건 아니니까.
좋은 정보 공유하는 게 뭐가 나빠.
쓰레기 정보잖아. 너 때문에 내 데이터만 날렸네.
그럼 지우면 되지, 뭘 그렇게 화를 내.
너의 그 태도가 화를 돋우는 거야."
234,일반 대화,"너는 왜 맨날 내가 진지하게 얘기하면 웃음으로 넘기려고 해?
아니, 웃긴 걸 어떡해. 네가 너무 심각하게 말하니까 오히려 웃겨.
나는 지금 죽을 만큼 힘든데, 그게 웃겨? 너 진짜 사이코패스 아니야?
아니, 그런 뜻이 아니라. 너무 그렇게 문제에 매몰되지 말라는 거지. 좀 가볍게 생각하라고.
가볍게 생각할 문제가 아니라고. 너한테는 남의 일이니까 그렇게 쉽게 말하는 거겠지.
알았어, 미안해. 내가 경솔했다.
됐어, 너한테는 더 이상 아무 말도 안 할래. 어차피 공감도 못 해줄 거면서.
아니야, 이제 진짜 진지하게 들어줄게. 다시 말해봐.
싫어, 이미 말할 기분 다 사라졌어.
아, 왜 그래. 내가 진짜 잘못했다니까.
저리 가, 너 얼굴만 봐도 웃음이 나오려고 해."
235,일반 대화,"너는 왜 맨날 내가 하는 말에 '그게 아니라'면서 반박부터 하고 시작해?
반박이 아니라 정확한 사실을 알려주는 거잖아. 네가 잘못 알고 있는 게 많으니까.
내가 뭘 그렇게 잘못 아는데? 그냥 내 생각을 말하는 것뿐인데.
네 생각이 틀렸을 수도 있잖아. 나는 그걸 바로잡아주고 싶은 거라고.
됐어, 그런 도움 필요 없거든? 그냥 '네 생각은 그렇구나' 하고 넘어가 주면 안 돼?
그건 토론이 아니잖아. 우리는 건전한 토론을 통해 함께 성장해야지.
누가 너랑 성장을 하고 싶대? 나는 그냥 편하게 대화하고 싶은 거라고.
너는 너무 발전이 없어. 항상 제자리에만 머물러 있으려고 하고.
와, 이제는 하다 하다 인신공격까지 하네.
그런 뜻이 아니라.
됐어, 너랑은 더 이상 대화 안 해. 너 혼자 똑똑하게 잘 살아라.
아, 왜 그래. 같이 성장하자니까."
236,일반 대화,"네가 저번에 알려준 그 운동, 따라 하다가 허리 나갈 뻔했어.
뭐? 그게 얼마나 쉬운 동작인데 그걸로 허리가 아프다고?
쉽기는. 네 기준에서나 쉽겠지. 나는 평생 운동 안 해본 사람이란 말이야.
그렇다고 그렇게까지 엄살을 부릴 일이야? 그냥 근육이 좀 놀란 거겠지.
엄살이 아니라고. 진짜 삐끗하는 느낌이 났다니까.
알았어, 그럼 병원이라도 가보든가.
너 때문에 아픈 건데, 네가 병원비를 내줘야 하는 거 아니야?
와, 이제는 하다 하다 나한테 덤터기를 씌우네. 내가 시킨 것도 아니고 네가 하겠다고 한 거잖아.
네가 옆에서 계속하라고 부추겼잖아.
됐어, 너랑은 말이 안 통한다. 그냥 평생 운동하지 말고 살아라.
그래, 그게 내 건강을 지키는 길인 것 같아.
한심하다, 진짜."
237,일반 대화,"너는 왜 맨날 내가 먹을 거 한 입만 달라고 하면 그렇게 벌레 보는 눈으로 쳐다봐?
네 '한 입'이 '한 입'으로 끝나는 걸 본 적이 없어서 그래.
아니거든? 나는 진짜 딱 한 입만 먹어.
지난번에도 그래놓고 내 햄버거 반을 먹었잖아.
그건 햄버거가 너무 맛있어서 나도 모르게 그랬던 거고.
됐어, 너는 그냥 네가 먹고 싶은 건 네 돈 주고 사 먹어.
와, 진짜 치사하다. 친구끼리 정 없게.
너한테 정 줬다가는 내 식비가 두 배로 뛸 것 같아서 안 되겠어.
알았어, 더러워서 안 먹는다.
그래, 제발 그러지 마.
흥, 나중에 네가 내 거 뺏어 먹기만 해봐.
그럴 일 없거든? 나는 너처럼 양심 없지 않아."
238,일반 대화,"네가 지난번에 괜찮다고 했던 그 영화, 내 인생 최악의 영화였어.
뭐? 그 명작을 보고 그런 소리를 한다고? 너 진짜 영화 볼 줄 모르는구나.
볼 줄 모르는 게 아니라, 그냥 그 영화가 쓰레기인 거야. 스토리도 없고, 연기도 발연기고.
네가 편견을 가지고 봐서 그래. 그 영화가 얼마나 깊은 철학적 메시지를 담고 있는데.
철학은 무슨. 그냥 감독이 잘난 척하는 영화더만.
됐어, 너 같은 대중 영화에만 익숙한 사람한테는 너무 어려운 영화였나 보네.
나도 너처럼 허세 가득한 영화 평론가인 척하는 사람이랑은 말 섞기 싫거든?
흥, 너만 손해야. 이런 예술의 세계를 이해하지 못하고 사는 거니까.
그래, 그 예술적인 세계에서 너 혼자 살아라. 나는 그냥 팝콘이나 먹을래.
수준하고는."
239,일반 대화,"너는 왜 맨날 내가 하는 말에 그렇게 꼬투리를 잡아?
꼬투리를 잡는 게 아니라, 논리적 오류를 지적하는 거야.
논리적 오류는 무슨. 그냥 말꼬리 잡고 늘어지는 거잖아.
아니거든? 네 말에는 항상 비약이 너무 심해.
그냥 좀 넘어가 주면 안 돼? 어떻게든 나를 이겨 먹으려고만 하고.
이기려는 게 아니라, 팩트를 바로잡으려는 거지.
됐어, 너랑 대화하면 너무 피곤해. 그냥 내가 다 졌다고 할게.
아니, 승패의 문제가 아니잖아.
아니, 맞아. 너는 그냥 나를 이기는 게 목적인 사람이야.
전혀 아니거든?
됐어, 그만하자. 너랑 더 이상 얘기 안 해."
240,일반 대화,"너 어제 나한테 빌려 간 내 옷, 왜 네 인스타에 네 옷인 척 올렸어?
아, 그거? 그냥 사진이 잘 나왔길래.
잘 나왔으면 내 옷이라고 태그라도 하든가. 왜 아무 말 없이 네 옷처럼 올려.
아, 깜빡했네. 지금이라도 수정할까?
됐어, 이미 애들 다 네 옷인 줄 알잖아.
미안하다. 근데 그 옷 너보다 나한테 더 잘 어울리는 것 같아.
뭐? 야, 그게 지금 할 소리야?
농담이야, 농담. 알았어, 빨리 수정할게.
됐고, 그 옷 당장 가져와.
아, 오늘까지만 입으면 안 돼?
안돼, 빨리 가져와. 너한테 빌려준 내가 바보지.
와, 진짜 치사하다."
241,일반 대화,"너는 왜 맨날 내가 뭐 좀 하려고 하면 와서 그렇게 방해를 해?
내가 언제? 나는 그냥 네가 뭐 하나 궁금해서 본 것뿐인데.
궁금하면 그냥 조용히 보든가. 왜 옆에서 계속 말을 걸고 참견이야.
아니, 네가 하는 방식이 너무 답답해서 그랬지. 더 쉬운 방법이 있는데.
됐어, 나는 내 방식대로 할 거야. 네 도움 필요 없다고.
고집은 진짜. 나중에 후회하지나 마.
후회 안 하거든? 그러니까 제발 저리 좀 가줄래?
알았어, 간다 가. 그렇게 잘났으면 너 혼자 다 해 먹어라.
그래, 너 없이도 충분히 잘할 수 있거든?
두고 보자.
그래, 두고 봐."
242,일반 대화,"네가 저번에 알려준 그 식당, 서비스가 완전 엉망이었어.
왜? 맛은 괜찮지 않았어?
맛이 괜찮으면 뭐해. 주문하는데 30분, 음식 나오는데 30분 걸렸다고.
아, 거기가 좀 바쁘긴 해.
바쁜 수준이 아니야. 그냥 손님을 무시하는 것 같았어.
그래도 맛은 있었잖아.
기분 나빠서 밥이 코로 들어가는지 입으로 들어가는지도 몰랐네.
까다롭기는. 나는 그냥 맛만 있으면 장땡인데.
너는 진짜 둔하다. 어떻게 그런 걸 참고 먹어.
알았어, 다음부터는 서비스 좋은 데로 추천해줄게.
됐어, 그냥 내가 알아서 찾아갈래. 너는 못 믿겠어.
와, 너무한다."
243,일반 대화,"너는 왜 맨날 내가 하는 고민을 그렇게 가볍게 생각해?
가볍게 생각하는 게 아니라, 네가 너무 심각하게 생각하는 거야.
내가 지금 처한 상황이 심각한데, 그럼 심각하게 생각해야지.
아니, 한 발짝 떨어져서 보면 별거 아닌 문제라고.
너한테는 별거 아니겠지. 네 일이 아니니까.
그런 뜻이 아니라. 너무 감정적으로만 파고들지 말라는 거지.
됐어, 너 같은 이성적인 척하는 사람한테는 내 감정을 이해해달라고 한 내가 잘못이지.
아니, 나도 너를 이해하고 싶다고.
이해는 무슨. 그냥 분석하고 있잖아.
답답하다, 진짜.
나도 너 때문에 답답해."
244,일반 대화,"너 어제 우리 모임에서 왜 그렇게 잘난 척했어?
내가 언제? 나는 그냥 내가 아는 사실을 말했을 뿐인데.
아는 사실을 말하는 거랑 잘난 척하는 거랑은 다르지. 다른 사람들은 다 모른다는 듯이 말했잖아.
아니, 나는 그냥 정보를 공유하고 싶었을 뿐이야.
정보 공유는 무슨. 그냥 너 혼자 똑똑한 척하고 싶었던 거겠지.
와, 너 진짜 꼬였다. 사람의 순수한 의도를 왜 그렇게 왜곡해서 받아들여.
순수한 의도? 네 표정은 전혀 순수하지 않았거든?
됐어, 너랑은 말이 안 통한다. 그냥 내가 앞으로는 입 다물고 있을게.
그래, 제발 그래주라. 그게 여러 사람 도와주는 길이야.
흥, 너나 잘해.
나야 잘하고 있지."
245,일반 대화,"너는 왜 맨날 내가 빌려준 물건을 그렇게 함부로 다뤄?
내가 뭘 어쨌다고 그래. 그냥 평범하게 썼을 뿐인데.
평범은 무슨. 네가 쓰고 나면 항상 어디 하나씩은 고장 나 있거나 더러워져 있어.
그건 그냥 물건의 수명이 다 돼서 그런 거지, 왜 내 탓을 해.
멀쩡하던 물건이 네 손만 거치면 수명이 다하냐? 마이너스의 손이야?
말이 너무 심하네. 내가 무슨 파괴의 신도 아니고.
지난번에 빌려 간 내 우산도 살 부러뜨려 먹었잖아.
그건 바람이 너무 세게 불어서 그런 거라니까.
됐어, 너한테는 이제 소중한 물건 절대 안 빌려줄 거야.
와, 진짜 치사하다. 친구끼리 그럴 수 있지.
친구니까 더 조심해서 써야 하는 거 아니야?
알았어, 앞으로는 신주단지 모시듯 다뤄줄게. 됐지?
그 약속, 제발 좀 지켜라."
246,일반 대화,"네가 저번에 노래방에서 내 18번 예약해놓은 거 취소했지?
내가 언제? 나는 그런 적 없는데.
거짓말하지 마. 내가 화장실 갔다 온 사이에 내 노래가 사라지고 네 노래가 등록돼 있었잖아.
그건 기계 오류일 거야. 요즘 노래방 기계들이 이상하더라고.
기계 오류는 무슨. 네가 맨날 내 노래 뺏어 부르는 거 하루 이틀이냐.
아니라니까. 나는 정정당당하게 내 차례에 예약했을 뿐이야.
됐어, 너랑은 같이 노래방 안 가. 너는 그냥 혼자 가서 실컷 불러.
와, 너무한다. 같이 가야 재밌잖아.
너만 재밌겠지. 나는 스트레스만 받아.
알았어, 미안해. 다음부터는 절대 안 그럴게. 대신 네 노래 부를 때 코러스는 넣어줄게.
그것도 하지 마. 더 시끄러워."
247,일반 대화,"너는 왜 맨날 내가 다이어트한다고 하면 옆에서 치킨 먹자고 꼬시는 거야?
네가 어차피 작심삼일 할 거 아니까 미리 구제해주는 거잖아.
구제는 무슨. 그냥 네가 혼자 치킨 먹기 심심해서 그러는 거겠지.
아닌데? 나는 너의 건강을 위해서 그러는 건데. 굶는 다이어트는 몸에 안 좋다고.
누가 굶는대? 나름 건강하게 식단 조절하고 있었거든?
샐러드만 먹는 게 어떻게 건강한 식단이야. 단백질 보충해야지. 치킨은 완전 단백질 덩어리라고.
그런 논리면 그냥 닭가슴살을 먹으면 되잖아. 왜 굳이 튀긴 닭이야.
닭가슴살은 퍽퍽하잖아. 치킨은 맛있고. 기왕이면 맛있는 걸로 단백질 보충하는 게 좋지.
됐어, 너의 그 궤변에 더 이상 안 넘어가. 오늘은 진짜 안 먹을 거야.
알았어, 그럼 나 혼자 먹는다. 황금올리브 반반에 치즈볼 추가해서.
아, 진짜 너 친구 맞아?"
248,일반 대화,"네가 지난번에 우리 집에 와서 내 컴퓨터 멋대로 만졌지?
내가 언제? 나는 그냥 바탕화면 구경만 좀 했는데.
구경은 무슨. 내 인터넷 즐겨찾기 순서가 다 바뀌어 있고, 이상한 프로그램이 깔려 있잖아.
그건 내가 너 편하라고 정리해준 거고, 그 프로그램은 컴퓨터 속도 빠르게 해주는 좋은 거야.
누가 해달랬어? 내 컴퓨터는 내가 알아서 관리한다고.
너 관리 못 하잖아. 맨날 컴퓨터 느리다고 불평하면서.
그래도 이건 아니지. 남의 물건을 왜 허락도 없이 만져.
미안하다. 좋은 의도로 한 건데, 네가 그렇게 생각할 줄은 몰랐네.
됐어, 앞으로 우리 집에선 내 물건에 손대지 마.
알았어, 치사하다.
치사한 게 아니라 당연한 거야."
249,일반 대화,"너는 왜 맨날 내가 영화 보자고 하면 그렇게 재미없는 예술 영화만 고집해?
예술 영화가 왜 재미없어? 너야말로 맨날 터지고 부수는 블록버스터만 좋아하잖아.
블록버스터가 훨씬 재밌거든? 스트레스 확 풀리고.
너는 그냥 아무 생각 없이 영화를 보는구나. 영화는 메시지와 미학적 가치를 음미해야지.
무슨 영화 보면서 공부까지 하냐. 그냥 2시간 동안 즐거우면 되는 거 아니야?
됐어, 너랑은 영화적 소양이 너무 차이 나서 대화가 안 통한다.
나도 너처럼 고상한 척하는 사람이랑은 영화 보기 싫거든?
흥, 너만 손해지. 이런 명작을 놓치고 사는 거니까.
그래, 그 명작 너 혼자 실컷 감상해라. 나는 어벤져스나 다시 볼란다.
수준하고는."
250,일반 대화,"너 어제 나한테 빌려 간 책, 페이지 귀퉁이 접어놨더라.
아, 그거? 내가 어디까지 읽었는지 표시해두려고.
표시는 무슨. 책갈피를 쓰면 되잖아. 왜 멀쩡한 책을 접어.
책갈피가 없어서 그랬지. 그리고 살짝 접은 거라 괜찮아.
살짝이 아니던데? 완전 자국 남았잖아. 나는 책을 소중하게 다루는 사람이라고.
와, 무슨 책에 유난을 그렇게 떠냐. 그냥 보는 용도지, 모셔두는 용도가 아니잖아.
너 같은 사람은 그렇게 생각하겠지. 나는 아니거든?
알았어, 미안하다. 내가 앞으로는 포스트잇이라도 붙여서 표시할게.
됐어, 너한테는 다신 책 안 빌려줘.
와, 진짜 너무한다.
네가 자초한 일이야."
251,일반 대화,"너는 왜 맨날 내가 한 말은 기억도 못 하면서, 자기가 한 실수는 그렇게 잘 잊어버려?
내가 언제? 나 기억력 좋거든?
좋기는. 지난주에 나한테 밥 사주기로 한 거 까먹었잖아.
아, 그건 진짜 바빠서 그랬던 거고.
그럼 내가 너한테 돈 빌려준 건 왜 기억 못 하는데?
그것도 조만간 갚으려고 했지.
됐어, 너는 그냥 자기한테 불리한 건 선택적으로 기억 못 하는 것뿐이야.
아니라니까. 나는 그냥 좀 쿨한 성격이라 사소한 일에 연연하지 않는 것뿐이야.
사소한 일? 내 돈이 사소한 일이냐?
알았어, 알았어. 내가 다 잘못했다. 밥도 사고 돈도 지금 바로 갚을게. 됐지?
진작 그랬어야지.
아무튼, 나 기억력 좋은 거 맞다니까."
252,일반 대화,"네가 저번에 괜찮다고 했던 그 옷, 막상 사서 입어보니 완전 별로야.
왜? 모델이 입었을 땐 완전 예뻤는데.
모델은 뭘 입어도 예쁘겠지. 근데 내가 입으니까 그냥 부해 보이기만 해.
네가 살쪄서 그런 거 아니야? 옷은 죄가 없어.
뭐? 야, 말이 너무 심하잖아.
아니, 농담이고. 그럼 환불하면 되잖아.
이미 택을 떼버렸단 말이야. 네 말만 믿고.
아, 어떡하냐. 그럼 그냥 수선해서 입어.
됐어, 그냥 잠옷으로나 입어야지. 너 때문에 돈만 날렸네.
아니, 왜 내 탓을 해. 최종 선택은 네가 한 거잖아.
네가 옆에서 계속 예쁘다고 부추겼잖아.
알았어, 미안하다. 내가 커피 살게.
됐어, 너랑 커피 마실 기분 아니야."
253,일반 대화,"너는 왜 맨날 내가 진지하게 고민 상담하면 그렇게 장난스럽게만 받아쳐?
내가 언제? 나름 진지하게 듣고 해결책을 제시해주는 거잖아.
해결책은 무슨. '그냥 잊어버려'나 '시간이 약이다' 같은 영혼 없는 소리만 하잖아.
그게 정답이니까 그렇지. 어차피 네가 고민해봤자 달라질 것도 없는데.
나는 정답을 바란 게 아니야. 그냥 내 마음 좀 알아달라고. 공감!
아, 공감. 그거 진짜 어렵단 말이야. 나는 그냥 이성적으로 상황을 분석하는 게 더 편해.
됐어, 너 같은 T 성향 인간한테 F의 마음을 이해해달라고 한 내가 바보지.
아니, 나도 노력은 하고 있다고. 봐봐, '정말 힘들었겠다, 친구야.'
그 어색한 연기는 또 뭔데. 그냥 하지 마.
알았어. 그럼 그냥 하던 대로 할게. 그래서 결론이 뭔데?
아, 진짜 너랑은 말이 안 통한다."
254,일반 대화,"너 어제 우리 단톡방에 올린 그 사진, 솔직히 좀 눈치 없었던 것 같아.
내가 올린 사진? 그게 왜? 그냥 웃기지 않았어?
웃기긴 한데, 분위기 파악 좀 하고 올렸어야지. 다들 심각한 얘기하고 있었잖아.
아, 그랬나? 나는 그냥 분위기 전환 좀 해보려고 올린 건데.
전환은 무슨. 갑자기 넌씨눈 됐잖아.
미안, 내가 앞뒤 내용을 제대로 안 읽었네.
제발 뭐 올리기 전에는 대화 흐름 좀 파악해. 너 때문에 대화가 맨날 끊기잖아.
알았어, 앞으로는 꼭 정독하고 참여할게.
그 사진은 그냥 조용히 삭제하는 게 어때?
왜? 재밌는데 그냥 놔두면 안 돼?
안돼, 빨리 지워. 흑역사 되기 전에.
알았어, 알았어. 지금 바로 지울게. 쪼잔하기는."
